Make,Model,Year,Price,Contact Number,Class,Category,Length,Hull Material
Gulfstar 41 CC,Ketch,1973,52900.00,(727) 560-0901,Sails, Center Cockpit,41,Fiberglass
Maxum,4100 SCB,1999,113500.00,(800) 633-7172,Power, Express Cruiser,41,Fiberglass
Hunter,410,1998,104500.00,(941) 914-9217,Sails," Racers and Cruisers, Motorsailers",41,Fiberglass
Bristol,41.1 Center Cockpit,1990,165000.00,(860) 536-7776,Sails," Center Cockpit, Cruisers",41,Fiberglass
Hallberg-Rassy,H.R.41,1977,158500.00,(888) 669-8459,Sails," Ketch, Center Cockpit",41,Fiberglass
Formula,40 PC,2001,109500.00,(866) 942-0639,Power, Cruisers,41,Fiberglass
Hunter,Deck Salon,2009,236470.00,(888) 452-8924,Sails, CRUISER SAIL,41,Fiberglass Reinforced
Sea Ray,410 Sundancer,2000,116500.00,"
                (563) 676-6542        ",Power, Cruiser Power,41,FIBERGLASS/COMPOSITE
Viking Yachts,41 Convertible,1983,78500.00,(843) 340-0080,Power," Convertible Boats, Saltwater Fishing, Sports Fishing Boats",41,Fiberglass
CARVER YACHTS,41 CMY,2006,184900.00,(877) 384-8237,Power, Motor Yachts,41,Fiberglass
Sea Ray,410 Aft Cabin,1986,49900.00,(888) 524-3385,Power," Aft Cabin, Motor Yachts",41,Fiberglass
Downeaster,Pilothouse,1980,60000.00,(866) 513-8577,Sails," Cruisers, Pilothouse",41,Fiberglass
Meridian,419,2010,299000.00,(877) 634-6522,Power," Motor Yachts, Aft Cabin, Flybridge",41,Fiberglass
Chris-Craft,410 Commander,1979,46995.00,(941) 914-9217,Power," Other, Other",41,Fiberglass
Morgan,41 Out Island,1978,24900.00,(866) 271-2086,Sails, Center Cockpit,41,Fiberglass
Chris Craft,410 Motor Yacht,1973,47500.00,(877) 273-0395,Power," Aft Cabin, Antique and Classics",41,Fiberglass
Maxum,4100 SCA Sport Yacht,2000,99900.00,(877) 730-7032,Power, Motor Yachts,41,Fiberglass
Sea Ray,410 Sundancer,2012,439000.00,(888) 837-0401,Power, Motor Yachts,41,Fiberglass
Sea Ray,410 Sundancer,2002,139900.00,(888) 474-7027,Power, Express Cruiser,41,Fiberglass
Sea Ray,410 EC,2000,129900.00,(888) 351-5728,Power, Cruisers,41,Fiberglass
Carver,396 Motor Yacht,2002,179900.00,(855) 249-5693,Power," Cruisers, Aft Cabin",41,Fiberglass
CUSTOM CAROLINA,Capps Boatworks 41 Convertible,1998,249500.00,(877) 281-5879,Power," Convertible Boats, Sports Fishing Boats",41,Other
Chris Craft,410,1980,39000.00,(888) 676-4426,Power," Aft Cabin, Motor Yachts, Cruisers",41,Fiberglass
Hatteras,41 Convertible,1969,61500.00,(888) 573-4258,Power, Convertible Boats,41,Fiberglass
Meridian,411 Sedan,2006,49000.00,(866) 535-5872,Power, Cruisers,41,Fiberglass
Cigarette Racing,41SD,2015,469900.00,(866) 833-3630,Power, Center Consoles,41,Fiberglass
Formula,41 PC,1999,89999.00,(888) 807-3686,Power," Express Cruiser, Cruisers",41,Fiberglass
Hatteras,Convertible,1986,137500.00,(504) 452-1366,Power, Convertible Boats,41,Fiberglass
Carver,410 Sport Sedan,2002,169500.00,(912) 272-9500,Power," Motor Yachts, Flybridge, Cruisers",41,Fiberglass
Formula,41 PC,2003,174995.00,(866) 942-0639,Power," Cruisers, Express Cruiser",41,Fiberglass
Maxum,4100 SCR,1997,79900.00,(866) 695-9484,Power," Express Cruiser, Sports Cruiser, Cruisers",41,Fiberglass
Morgan,415 OutIsland,1978,79900.00,(866) 469-9640,Sails," Center Cockpit, Ketch, Cruisers",41,Fiberglass
Viking,Convertible,1988,149900.00,(866) 865-4286,Power," Saltwater Fishing, Convertible Boats",41,Fiberglass
Albemarle,410 Express Fisherman,2010,617000.00,(877) 564-7945,Power," Sports Fishing Boats, Saltwater Fishing",41,Fiberglass
President,41 Double Cabin,1986,70900.00,(866) 202-6680,Power," Aft Cabin, Motor Yachts",41,Fiberglass
Morgan,41,1980,39900.00,(888) 387-2291,Sails, Cruisers,41,Fiberglass
Egg Harbor,Motor Yacht,1976,39900.00,(888) 281-2678,Power," Aft Cabin, Motor Yachts, Flybridge",41,Fiberglass
Beneteau,411,2001,109900.00,(888) 457-2291,Sails, Cruisers,41,Fiberglass
Sea Ray,Sport Yacht 410 Sundancer,2000,144900.00,(866) 621-2910,Power, Express Cruiser,41,Fiberglass
Sea Ray,410 Sundancer,2000,125000.00,(866) 729-2520,Power, Motor Yachts,41,Fiberglass
Grebe Custom,Yawl,1966,69900.00,(888) 221-2785,Sails," Cruisers, Racers and Cruisers, Yawl",41,Fiberglass
Hatteras,41 Convertible,1963,119000.00,(888) 203-8108,Power," Flybridge, Antique and Classics",41,Fiberglass
Trojan,400 Express Yacht,1999,69900.00,(866) 772-5470,Power," Motor Yachts, Cruisers",41,Fiberglass
SEA RAY DIESEL,41 Sundancer,2001,159500.00,(888) 369-6544,Power," Cruisers, Express Cruiser",41,Fiberglass
Formula,41 PC,1996,74999.00,(888) 275-9024,Power, Express Cruiser,41,Fiberglass
Bristol,41.1 Center Cockpit Cutter Rig,1981,89000.00,(855) 822-8289,Sails," Center Cockpit, Cutter, Cruisers",41,Fiberglass
Morgan,Classic 41,1989,89900.00,(855) 257-7057,Sails," Cruisers, Sloop, Center Cockpit",41,Fiberglass
Maxum,4100 SCA,2000,99900.00,(888) 351-7761,Power," Motor Yachts, Cruisers, Aft Cabin",41,Fiberglass
Sea Ray,415 Aft Cabin,1988,35900.00,(866) 536-2375,Power," Motor Yachts, Aft Cabin",41,Fiberglass
Jeanneau,41DS,2013,268000.00,(800) 537-0050,Sails," Cruisers, Sloop",41,Fiberglass
Morgan,41 Out Island,1982,49000.00,(855) 218-5608,Sails," Ketch, Center Cockpit",41,Fiberglass
Sea Ray,410 Sundancer,2001,149000.00,(866) 569-9227,Power, Motor Yachts,41,Fiberglass
Mainship,454,1990,80000.00,(877) 660-5857,Power, Motor Yachts,41,Fiberglass
Carver,41 Cockpit Motor Yacht,2006,169000.00,4.10828E+19,Power," Motor Yachts, Flybridge",41,Fiberglass
Silverton,AFT CABIN,1994,95000.00,(888) 408-0081,Power," Motor Yachts, Aft Cabin",41,Fiberglass
Viking,Convertible,1984,89900.00,(877) 712-2296,Power, Convertible Boats,41,Fiberglass
Sea Ray,410 Aft Cabin,1987,59500.00,(941) 914-9217,Power," Aft Cabin, Motor Yachts",41,Fiberglass
Carver,Motor Yacht 356,2001,89900.00,(888) 851-4339,Power, Motor Yachts,41,Fiberglass
Hunter,40.5,1994,77500.00,(201) 985-8090,Sails," Cruisers, Racers and Cruisers",41,Fiberglass
Chris Craft,41 Commander,1973,49900.00,(855) 822-3118,Power," Motor Yachts, Flybridge, Cruisers",41,Fiberglass
Carver,41 Cockpit Motor Yacht,2006,139900.00,(888) 782-2415,Power," Cruisers, Motor Yachts",41,Fiberglass
Formula,41 PC,1999,59900.00,(772) 214-2393,Power, Express Cruiser,41,Fiberglass
Rinker,410 Fiesta Vee,2005,119000.00,4.10828E+19,Power," Express Cruiser, Motor Yachts",41,Fiberglass
Jupiter,41 Sport Bridge,2014,649000.00,(860) 581-8067,Power, Sports Fishing Boats,41,Fiberglass
Luhrs,41 Open,2006,299000.00,(877) 862-1334,Power," Saltwater Fishing, Sports Fishing Boats",41,Fiberglass
Formula,41 PC,1999,99900.00,(877) 655-4702,Power," Cruisers, Motor Yachts",41,Fiberglass
Monterey,415 Sport Yacht,2016,664259.00,(866) 413-7595,Power, Sports Cruiser,41,Fiberglass
Tartan,4100,1997,199000.00,(888) 369-4111,Sails, Motorsailers,41,Fiberglass
Morgan,416 Out Island,1973,44500.00,(941) 914-9217,Sails," Racers and Cruisers, Sloop",41,Fiberglass
Luhrs,41 Convertible,2006,299900.00,(888) 573-4258,Power," Sports Fishing Boats, Saltwater Fishing, Flybridge",41,Fiberglass
Hunter,410,1998,104900.00,(888) 457-2291,Sails, Cruisers,41,Fiberglass
Robertson and Caine,Leopard 39 PC,2012,349000.00,12844941000,Power," Power Catamarans, Cruisers",41,Fiberglass
Rinker,410 Express Cruiser,2004,110000.00,(866) 202-6680,Power," Cruisers, Express Cruiser",41,Fiberglass
Meridian,411 Sedan,2004,224900.00,(866) 469-9640,Power," Motor Yachts, Flybridge, Pilothouse",41,Fiberglass
Chris Craft,Commander,1984,64500.00,(866) 396-3898,Power, Aft Cabin,41,Fiberglass
Tiara,4100 Open,1998,96999.00,(561) 844-4109,Power," Express Cruiser, Sports Fishing Boats, Saltwater Fishing",41,Fiberglass
Meridian,411 Sedan,2007,274900.00,(866) 731-5965,Power, Motor Yachts,41,Fiberglass
Hatteras,Convertible,1963,20000.00,(888) 369-4111,Power, Convertible Boats,41,Fiberglass
Albemarle,41C,2008,489900.00,(407) 509-3029,Power, Sports Fishing Boats,41,Fiberglass
Formula,41 PC,1999,119000.00,(866) 263-9938,Power, Express Cruiser,41,Fiberglass
Mainship,40 Sedan Bridge,1995,66700.00,(941) 914-9217,Power," Other, Aft Cabin",41,Fiberglass
Ronin,41 Sportfisher/Convertible,2001,239000.00,(855) 218-5608,Power," Sports Fishing Boats, Convertible Boats, Saltwater Fishing",41,Fiberglass
Sea Ray,400 Sedan Bridge,1997,109000.00,(866) 202-6680,Power, Flybridge,40,Fiberglass
Tiara,4000 Express,2003,199000.00,(866) 594-5122,Power, Express Cruiser,40,Fiberglass
Tripp 40,Sloop,1992,62900.00,(866) 477-5884,Sails, Racers,40,Fiberglass
Sea Ray,400 Sundancer w/TNT Lift,1997,109500.00,(866) 563-9694,Power, Motor Yachts,40,Fiberglass
Riviera,Convertible,2003,299500.00,(866) 566-7741,Power," Convertible Boats, Sports Fishing Boats, Flybridge",40,Fiberglass
Custom,40 Sea Harvester,1993,195000.00,(941) 914-9217,Power," Other, Other",40,Fiberglass
Regal,Commodore 3880,2005,145999.00,(866) 914-6232,Power, Motor Yachts,40,Fiberglass
Advantage,Poker Run 40,2003,118000.00,(888) 369-0445,Power," High Performance Boats, Pilothouse",40,Fiberglass
Regal,3860 Express Cruiser (JKJ),2004,224000.00,(877) 430-8039,Power," Express Cruiser, Cruisers",40,Fiberglass
Tiara,40 Express,1999,155000.00,(866) 202-6680,Power, Express Cruiser,40,Fiberglass
La Belle,Motor yacht Aft Cabin,1988,75000.00,(866) 477-5884,Power, Motor Yachts,40,Fiberglass
LAFCO,C-441,1975,110000.00,(866) 461-6540,Power, Dive Boat,40,Aluminum
Tiara,40 Express,1997,134900.00,(866) 836-9139,Power, Express Cruiser,40,Fiberglass
Endeavour,Sloop,1981,69900.00,(866) 292-8095,Sails, Racers and Cruisers,40,Fiberglass
Mainship,400 Trawler,2004,169995.00,(877) 291-7525,Power," Saltwater Fishing, Trawlers",40,Fiberglass
Viking,40 Sedan / Sportfish,1977,39900.00,(855) 822-3118,Power," Convertible Boats, Sports Fishing Boats, Cruisers",40,Fiberglass
Silverton,40,1986,30000.00,(941) 914-9217,Power," Other, Aft Cabin",40,Fiberglass
Ocean Yachts,40 Sport Fish,2000,134500.00,(941) 914-9217,Power," Sports Fishing Boats, Express Cruiser",40,Fiberglass
Albin,sundeck,1988,74900.00,"
                (941) 637-7713        ",Power, Trawler,40,FIBERGLASS REINFORCED
Tollycraft,Sundeck Motor Yacht,1991,149000.00,(866) 435-5997,Power, Motor Yachts,40,Fiberglass
Mainship,40 Sedan Bridge,1981,39000.00,(866) 491-0375,Power," Flybridge, Trawlers",40,Fiberglass
Sea Ray,Express Cruiser,1998,129900.00,8.88019E+14,Power, Express Cruiser,40,Fiberglass
Trojan,12 Meter Convertible,1988,58000.00,(941) 914-9217,Power," Sports Fishing Boats, Saltwater Fishing",40,Fiberglass
CAL,Sloop,1970,57000.00,(866) 292-8095,Sails, Cruisers,40,Fiberglass
Pacemaker,Flush Deck,1980,27900.00,(877) 533-6595,Power, Motor Yachts,40,Fiberglass
Pacemaker,40 Aft Cabin,1979,39900.00,(941) 914-9217,Power," Aft Cabin, Motor Yachts",40,Fiberglass
Sea Ray,Motor Yacht,2008,245000.00,(877) 620-2217,Power," Motor Yachts, Aft Cabin",40,Fiberglass
Jeanneau,Sun Odyssey 409,2011,119000.00,(284) 542-2016,Sails," Cruisers, Sloop, Racers and Cruisers",40,Fiberglass
Luhrs,Convertible Sportfish,2002,170000.00,3.05872E+19,Power," Sports Fishing Boats, Convertible Boats",40,Fiberglass
Monterey,400 Sport Yacht,2009,229000.00,(888) 598-9746,Power," Cruisers, Sports Cruiser",40,Fiberglass
Sea Ray,40 EC,1992,39900.00,(888) 573-4258,Power," Express Cruiser, Express Cruiser, Cruisers",40,Fiberglass
Meridian,391 Sedan,2006,199900.00,(877) 780-5266,Power, Motor Yachts,40,Fiberglass
Cranchi,Mediterranee,1997,122500.00,(888) 573-4258,Power," Express Cruiser, Cruisers, Express Cruiser",40,Fiberglass
Sea Ray,40 Motor Yacht,2006,259000.00,(888) 726-8073,Power, Motor Yachts,40,Fiberglass
Trojan,400 Express Yacht,1999,69900.00,(855) 241-6310,Power, Express Cruiser,40,Fiberglass
Greenline,Hybrid 40,2012,499000.00,(888) 457-2291,Power," Cruisers, Unspecified",40,Fiberglass
Mainship,40 Sedan Bridge,1998,93400.00,(941) 914-9217,Power," Other, Sports Fishing Boats",40,Fiberglass
Silverton,AFT CABIN,1984,29500.00,(866) 728-5608,Power, Motor Yachts,40,Fiberglass
Hunter,Legend,1984,64900.00,(866) 563-9694,Sails, Cruisers,40,Fiberglass
Ocean Alexander,Europa,1984,84000.00,(877) 634-6521,Power, Trawlers,40,Fiberglass
Sea Ray,370 Sedan Bridge,1996,66000.00,(941) 914-9217,Power," Other, Express Cruiser",40,Fiberglass
Chris-Craft,Constellation,1967,24900.00,(866) 595-7450,Power, Motor Yachts,40,Wood
Allmand,DF 40ft Sport Cruiser,2016,375000.00,(866) 855-1615,Power, Sports Fishing Boats,40,Other
Mainship,40 Sedan Bridge,1998,110000.00,(941) 914-9217,Power," Other, Other",40,Fiberglass
Sea Ray,400 Sundancer (GXH),1997,99990.00,(877) 430-8039,Power, Express Cruiser,40,Fiberglass
Sea Ray,400 Sedan Bridge,2001,169900.00,(866) 202-6680,Power, Flybridge,40,Fiberglass
Sea Ray,Sundancer,1997,119900.00,(866) 865-4286,Power, Express Cruiser,40,Fiberglass
Boatel,HOUSE BOAT,1979,24900.00,(866) 695-9482,Power," House Boats, Other",40,Fiberglass
Formula,40 Performance Cruiser,2012,429000.00,(888) 689-5305,Power, Cruisers,40,Fiberglass
Regal,4080 FLYBRIDGE SEDAN,2007,209900.00,(877) 384-8237,Power, Cruisers,40,Fiberglass
darado,40,1995,123200.00,17862920473,Power, Sports Fishing Boats,40,Fiberglass
Sea Ray,390 Express,1985,25000.00,(941) 914-9217,Power," Express Cruiser, Cruisers",40,Fiberglass
Silverton,40 Aft Cabin,1986,38900.00,(877) 812-8232,Power," Aft Cabin, Motor Yachts, Convertible Boats",40,Fiberglass
Mainship,350/390 Trawler,1998,94500.00,(888) 221-2785,Power," Trawlers, Motor Yachts, Cruisers",40,Fiberglass
Sea Ray,40 Sundancer,2006,229000.00,(203) 676-7089,Power," Express Cruiser, Sports Cruiser",40,Fiberglass
Sea Ray,Sundancer,1990,74000.00,(877) 416-0211,Power, Express Cruiser,40,Fiberglass
WELLCRAFT/RIVIERA,400 Coastal,2001,199000.00,(866) 270-9815,Power," Saltwater Fishing, Convertible Boats",40,Fiberglass
searay,40 EC,1992,39000.00,(877) 409-0789,Power, Express Cruiser,40,Fiberglass
Formula,40 PC,2001,85000.00,(888) 676-4426,Power," Cruisers, Motor Yachts",40,Fiberglass
Meridian,408 Motoryacht,2008,249000.00,(888) 810-5428,Power," Motor Yachts, Cruisers, Aft Cabin",40,Fiberglass
Sea Ray,Sundancer 400,1999,112900.00,(888) 859-6883,Power, Cruisers,40,Other
Formula,400 Super Sport,2009,245000.00,(888) 530-9876,Power," Cruisers, Motor Yachts",40,Fiberglass
Cruisers Yachts,370 Express,2006,249900.00,(888) 837-0401,Power," Motor Yachts, Express Cruiser",40,Fiberglass
Regal,3860 Commodore,2003,119000.00,"
                (312) 515-7793        ",Power, Cruiser Power,40,FIBERGLASS/COMPOSITE
Sea Ray,400 EXPRESS,1994,49900.00,(866) 833-3630,Power," Cruisers, Express Cruiser",40,Fiberglass
Beneteau,Oceanis 40,2011,115000.00,12844941000,Sails," Cruisers, Racers and Cruisers",40,Fiberglass
Heritage,East 40 Motor Yacht,1987,68500.00,(888) 675-7757,Power, Motor Yachts,40,Fiberglass
Custom,Twin station/ single engine pilot vessel,1989,210000.00,(866) 461-6540,Power, Commercial Boats,40,Aluminum
Sea Ray,400 Express Cruiser,1992,56000.00,(941) 914-9217,Power," Express Cruiser, Cruisers",40,Fiberglass
Hunter,Legend 40,1987,43500.00,(866) 220-9319,Sails," Sloop, Cruisers",40,Fiberglass
Tiara,4000 Express,2003,229000.00,(877) 780-5266,Power, Express Cruiser,40,Fiberglass
Sea Ray,400 Sedan Bridge,1996,119000.00,(866) 289-3021,Power," Convertible Boats, Flybridge",40,Fiberglass
Silverton,40,1986,50000.00,(941) 914-9217,Power," Sports Fishing Boats, Other",40,Fiberglass
Sea Ray,400 EXPRESS,1995,77900.00,(800) 542-8883,Power," Cruisers, Cruisers, Express Cruiser",40,Fiberglass
Egg Harbor,40 Motor Yacht,1982,49900.00,(866) 695-0444,Power, Aft Cabin,40,Fiberglass
Rinker,400 Express MD,2008,150000.00,(866) 202-6680,Power," Express Cruiser, Cruisers",40,Fiberglass
Marine Trader,Europa,1982,69900.00,(866) 220-9319,Power," Trawlers, House Boats",40,Fiberglass
Bluewater,Flybridge,1978,55250.00,(877) 657-0693,Power," Flybridge, Cruisers",40,Fiberglass
Regal,3860,2002,99000.00,"
                (802) 343-0230        ",Power, Cruiser Power,40,FIBERGLASS REINFORCED
Viking,40 Conv.,1978,149000.00,(954) 925-4793,Power, Convertible Boats,40,Fiberglass
Sea Ray,400 Sedan Bridge,1997,115000.00,(888) 217-5883,Power," Flybridge, Motor Yachts",40,Fiberglass
Cruisers Yachts,405 Express Motoryacht,2004,155500.00,(877) 416-0211,Power," Motor Yachts, Express Cruiser, Cruisers",40,Fiberglass
Sea Ray,400 Express Cruiser,1997,98500.00,(561) 844-4109,Power," Express Cruiser, Cruisers",40,Fiberglass
Carver,38 Super Sport,2005,137000.00,(877) 547-8613,Power," Motor Yachts, Flybridge",40,Fiberglass
Marquis,Sport Coupe,2008,359000.00,(866) 594-5122,Power, Sports Cruiser,40,Fiberglass
CARVER YACHTS,404 Cockpit Motor Yacht,2001,129900.00,(888) 739-0786,Power," Flybridge, Convertible Boats, Aft Cabin",40,Fiberglass
Sea Ray,400 Sundancer,1998,110000.00,(941) 914-9217,Power," Other, Other",40,Fiberglass
Wellcraft,Coastal 390,2004,129900.00,(888) 782-2415,Power, Cruisers,40,Fiberglass
Beneteau,40 Center Cockpit,2002,135000.00,(727) 214-1590,Sails," Center Cockpit, Cruisers, Sloop",40,Fiberglass
Formula,40 PC with Volvo IPS Drives,2008,292000.00,(941) 914-9217,Power," Other, Express Cruiser",40,Other
Jeanneau,Leader 40,2014,429250.00,(877) 481-0732,Power," Express Cruiser, Cruisers",40,Fiberglass
Formula,Super Sport,2004,163000.00,"
                (386) 546-6118        ",Power, Cruiser Power,40,FIBERGLASS/COMPOSITE
Regal,360 COMMODORE,1990,38000.00,(866) 325-8188,Power, Cruisers,40,Fiberglass
Rinker,400 Diesel Express Cruiser,2007,174900.00,(877) 281-5879,Power," Express Cruiser, Motor Yachts, Cruisers",40,Fiberglass
Intrepid,400 Cuddy,2013,469000.00,(888) 837-0401,Power," Cuddy Cabin, Sports Fishing Boats",40,Composite
Cabo,Express,2007,419000.00,(888) 245-1418,Power," Express Cruiser, Saltwater Fishing, Sports Fishing Boats",40,Fiberglass
Tollycraft,40 Tri-Cabin MY,1973,26000.00,(877) 862-1334,Power, Motor Yachts,40,Fiberglass
Carver,396 Motor Yacht,2000,132500.00,(866) 729-2520,Power," Motor Yachts, Aft Cabin, Cruisers",40,Fiberglass
Sea Ray,400 Express Cruiser,1998,91900.00,(888) 797-3960,Power," Motor Yachts, Cruisers",40,Fiberglass
Ocean,Sport Fish,1999,99900.00,(203) 676-7089,Power, Saltwater Fishing,40,Fiberglass
Pacific Blue,6BTA  5.9,1980,39000.00,(866) 469-9640,Power," Sports Fishing Boats, Motor Yachts",40,Fiberglass
Formula,40SS,2001,99000.00,(877) 342-2696,Power, Express Cruiser,40,Fiberglass
Formula,40 PC,2004,179900.00,(888) 474-7027,Power," Cruisers, Motor Yachts",40,Fiberglass
Sea Ray,40 Sundancer,1997,99995.00,(888) 351-5728,Power, Cruisers,40,Fiberglass
Pace,Convertible,1989,56900.00,(866) 257-6813,Power," Sports Fishing Boats, Convertible Boats",40,Fiberglass
Hatteras,Double Cabin,1988,67500.00,(855) 241-0561,Power, Motor Yachts,40,Fiberglass
fleetwing,commuter,1929,20000.00,(888) 678-7651,Power," Antique and Classics, Other, Unspecified",40,Wood
Sunseeker,Portofino 40,2013,559000.00,(888) 828-6720,Power," Cruisers, Express Cruiser, Motor Yachts",40,Fiberglass
Formula,400 Super Sport,2001,135000.00,"
                (512) 785-1475        ",Power, Cruiser Power,40,FIBERGLASS REINFORCED
Sea Ray,400 Express Cruiser,1998,58995.00,(866) 277-0103,Power, Express Cruiser,40,Fiberglass
Bayliner,4087 aft cabin cockpit MY,1999,89000.00,(866) 469-9640,Power," Aft Cabin, Trawlers, Motor Yachts",40,Fiberglass
Caliber,40LRC SE,2004,239500.00,(727) 415-4676,Sails," Cruisers, Racers and Cruisers, Sloop",40,Fiberglass
Chris-Craft,Constellation,1968,5000.00,"
                (816) 853-0334        ",Power, Aft Cabin,40,WOOD
Sea Ray,400 Sundancer,1999,115000.00,(877) 568-1468,Power," Express Cruiser, Motor Yachts",40,Fiberglass
Sea Ray,400 Sundancer,1998,119900.00,(866) 539-5563,Power, Express Cruiser,40,Fiberglass
Intrepid,400 Cuddy,2012,369000.00,(866) 327-0740,Power, Cuddy Cabin,40,Fiberglass
Egg Harbor,40 FDMY w 640 HRS and CLEAN,1985,59500.00,(866) 856-2573,Power," Motor Yachts, Cruisers, Flybridge",40,Fiberglass
Mainship,Sedan Bridge,1993,19950.00,(800) 633-7172,Power, Flybridge,40,Fiberglass
Reliant,Commuter 40,2016,720000.00,(877) 564-9702,Power, Motor Yachts,40,Fiberglass
Jonmeri,40,1983,135000.00,(860) 536-7776,Sails," Racers and Cruisers, Cruisers",40,Fiberglass
Carver,404 Cockpit Motor Yacht,1999,88000.00,(855) 822-3118,Power, Cruisers,40,Fiberglass
Sea Ray,400 Express Cruiser,1997,89900.00,(855) 405-6323,Power," Express Cruiser, Motor Yachts",40,Fiberglass
Cruisers Yachts,405 Aft Cabin Motoryacht w/Volvos,2003,172000.00,(866) 729-2520,Power," Aft Cabin, Motor Yachts, Flybridge",40,Fiberglass
Sea Ray,Sundancer 400,2000,109000.00,(866) 396-3898,Power, Express Cruiser,40,Fiberglass
Pearson,40,1979,39900.00,(866) 930-9783,Sails, Cruisers,40,Fiberglass
Formula,40 PC,2012,429000.00,(888) 689-5305,Power," Express Cruiser, Cruisers",40,Fiberglass
Fathom,40 Expedition,2009,389000.00,(888) 474-7027,Power," Pilothouse, Motor Yachts",40,Fiberglass
Schock,41 GP,1984,42900.00,(877) 564-1746,Sails, Sloop,40,Fiberglass
Sea Ray,400  Express Cruiser,1998,91900.00,(888) 797-3960,Power," Express Cruiser, Cruisers",40,Fiberglass
Regal,400,1994,59900.00,(888) 531-0081,Power, Cruisers,40,Fiberglass
Sea Ray,400 Sedan Bridge,1999,179900.00,(888) 573-4258,Power," Convertible Boats, Flybridge",40,Fiberglass
Custom Carolina Style,Convertible,2007,200000.00,(888) 221-2785,Power," Convertible Boats, Saltwater Fishing, Flybridge",40,Composite
Regal,402 Commodore,1995,59999.00,(888) 807-3686,Power," Express Cruiser, Motor Yachts",40,Fiberglass
Viking Boats,40 Convertible Business Opp.,1974,55000.00,(866) 269-0990,Power," Convertible Boats, Commercial Boats",40,Fiberglass
Sea Ray 40 Sundancer,Sundancer,2006,239000.00,(855) 249-5367,Power, Motor Yachts,40,Fiberglass
Eastbay 40 Grand Banks,Flybridge 40,1997,275000.00,(866) 856-2573,Power," Flybridge, Downeast",40,Fiberglass
Ocean,40 Express Sportfish,1999,179000.00,(321) 987-9092,Power," Sports Fishing Boats, Express Cruiser",40,Fiberglass
Sea Ray,400 Sedan Bridge,1998,74900.00,(888) 319-4650,Power, Flybridge,40,Fiberglass
Sea Ray,400 Sedan Bridge,1998,134990.00,(770) 614-6655,Power, Flybridge,40,Fiberglass
CARVER YACHTS,405 AFTCabin Motor Yacht,1997,99950.00,(877) 351-7001,Power, Express Cruiser,40,Fiberglass
Beneteau,Oceanis 40 CC,1997,104997.00,(516) 623-6256,Sails, Cruisers,40,Fiberglass
Pacemaker,Convertible,1975,59500.00,(877) 255-1269,Power, Convertible Boats,40,Fiberglass
Jeanneau,Sun Odyssey 40,2003,119000.00,(888) 457-2291,Sails, Cruisers,40,Fiberglass
Fountain,12 Meter,1988,34995.00,(888) 350-5366,Power, High Performance Boats,40,Fiberglass
Tiara,40 Express,1994,119900.00,(888) 573-4258,Power," Express Cruiser, Cruisers, Express Cruiser",40,Fiberglass
Carver,Carver 380 SANTEGO,1995,64900.00,(877) 424-5053,Power, Cruisers,40,Other
Sea Ray,Sundancer,1998,89999.00,(888) 397-8511,Power, Express Cruiser,40,Fiberglass
President,41 FM,1984,36200.00,(941) 914-9217,Power," Trawlers, House Boats",40,Fiberglass
Regal,40,1995,24999.00,(866) 249-4266,Power," Cruisers, Express Cruiser",40,Fiberglass
Silverton,Convertible,1988,39900.00,(877) 281-2310,Power, Convertible Boats,40,Fiberglass
Formula,400 SS,2003,109000.00,"
                (757) 635-5302        ",Power, Express Cruiser,40,FIBERGLASS/COMPOSITE
Formula,40 PC,2000,89900.00,(866) 202-6680,Power," Express Cruiser, Cruisers",40,Fiberglass
Formula,40 PC,2013,386900.00,(866) 695-0444,Power," Express Cruiser, Motor Yachts",40,Fiberglass
Sea Ray,400 Sedan Bridge,1998,139000.00,(888) 669-8459,Power," Motor Yachts, Flybridge",40,Fiberglass
Sabre,402,1999,229500.00,(888) 457-2291,Sails, Racers and Cruisers,40,Fiberglass
Sea Ray,400 Express Cruiser,1997,109900.00,(201) 985-8090,Power, Express Cruiser,40,Fiberglass
Kha Shing,40 Spindrift,1984,49900.00,(941) 914-9217,Power," Trawlers, Aft Cabin",40,Fiberglass
Regal,3880 COMMODORE,2006,155000.00,"
                (410) 335-0660        ",Power, Flybridge,40,FIBERGLASS REINFORCED
Sea Ray,400 Sundancer,2000,114900.00,(888) 573-4258,Power, Express Cruiser,40,Fiberglass
Formula,40 Cruiser,2006,209995.00,(877) 822-3992,Power, Cruisers,40,Other
Hunter,40,2016,284500.00,(888) 452-8924,Sails, Cruisers,40,Fiberglass
Cruisers,405 motoryacht,2003,169000.00,(800) 310-6180,Power, Motor Yachts,40,Fiberglass
Mainship,40 Sedan Bridge,1995,57900.00,(855) 822-3118,Power," Convertible Boats, Cruisers, Sports Fishing Boats",40,Fiberglass
Sea Ray,Express Cruiser,1993,69000.00,(877) 246-1785,Power, Other,40,Fiberglass
Cruisers Yachts,405 Express Motoryacht,2005,179900.00,(855) 218-5321,Power," Motor Yachts, Aft Cabin",40,Fiberglass
Cabo w C12 Cats,40 Express,2004,399900.00,(888) 285-3578,Power," Sports Fishing Boats, Express Cruiser, Saltwater Fishing",40,Fiberglass
Silverton,40 Convertible,1988,39500.00,(866) 865-4286,Power," Convertible Boats, Flybridge",40,Fiberglass
